ID,Long,Lat,Source,Network,Intensity,PGA,PGV,Distance,VS30,HNZ_PGA,HNN_PGA,HNE_PGA,HNZ_PGV,HNN_PGV,HNE_PGV,HNZ_sa(0.3),HNN_sa(0.3),HNE_sa(0.3),HNZ_sa(1.0),HNN_sa(1.0),HNE_sa(1.0),HNZ_sa(3.0),HNN_sa(3.0),HNE_sa(3.0)
DYFI.UTM:(11S 0242 3814 1000),-119.80250,34.43990,DYFI,DYFI,3.9,Null,Null,248.083,345.63,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0242 4072 1000),-119.88480,36.76330,DYFI,DYFI,3,Null,Null,214.960,330.03,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0242 4073 1000),-119.88510,36.77230,DYFI,DYFI,4.5,3.854,4.2571,215.416,330.03,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0242 4074 1000),-119.88540,36.78130,DYFI,DYFI,3.6,Null,Null,215.877,328.31,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0242 4076 1000),-119.88610,36.79930,DYFI,DYFI,2.5,Null,Null,216.816,330.47,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0242 4080 1000),-119.88750,36.83540,DYFI,DYFI,3,Null,Null,218.743,338.49,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0242 4090 1000),-119.89090,36.92540,DYFI,DYFI,3.2,Null,Null,223.779,387.88,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0243 3813 1000),-119.79130,34.43120,DYFI,DYFI,3.7,Null,Null,247.799,350.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0243 3815 1000),-119.79190,34.44920,DYFI,DYFI,3,Null,Null,246.695,360.88,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0243 4079 1000),-119.87590,36.82660,DYFI,DYFI,3.1,Null,Null,217.376,338.49,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0243 4091 1000),-119.88000,36.93470,DYFI,DYFI,3.2,Null,Null,223.450,387.88,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0243 4312 1000),-119.95870,38.92390,DYFI,DYFI,2,Null,Null,388.018,367.35,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0244 3813 1000),-119.78040,34.43140,DYFI,DYFI,3.7,Null,Null,246.971,350.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0244 3814 1000),-119.78070,34.44040,DYFI,DYFI,3,Null,Null,246.415,350.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0244 3817 1000),-119.78160,34.46740,DYFI,DYFI,4.1,1.9905,2.9842,244.765,513.14,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0244 4074 1000),-119.86310,36.78190,DYFI,DYFI,3.5,Null,Null,214.121,333.51,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0244 4078 1000),-119.86440,36.81790,DYFI,DYFI,3.6,Null,Null,216.022,330.89,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0244 4080 1000),-119.86510,36.83590,DYFI,DYFI,3.3,Null,Null,216.998,344.42,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0245 4079 1000),-119.85350,36.82720,DYFI,DYFI,3.8,Null,Null,215.634,336.43,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0246 3814 1000),-119.75900,34.44090,DYFI,DYFI,3.4,Null,Null,244.759,392.01,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0246 4079 1000),-119.84230,36.82740,DYFI,DYFI,3,Null,Null,214.760,336.43,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0247 3813 1000),-119.74780,34.43220,DYFI,DYFI,3.8,Null,Null,244.487,385.02,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0247 3814 1000),-119.74810,34.44120,DYFI,DYFI,3.2,Null,Null,243.926,385.02,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0247 3815 1000),-119.74840,34.45020,DYFI,DYFI,3.4,Null,Null,243.368,409.52,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0247 4074 1000),-119.82950,36.78270,DYFI,DYFI,3.5,Null,Null,211.477,330.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0247 4075 1000),-119.82980,36.79170,DYFI,DYFI,3.4,Null,Null,211.952,334.37,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0248 3815 1000),-119.73760,34.45040,DYFI,DYFI,3.7,Null,Null,242.548,428.29,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0248 4019 1000),-119.80040,36.28770,DYFI,DYFI,4.5,3.9864,4.2571,190.585,259.4,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0248 4072 1000),-119.81760,36.76490,DYFI,DYFI,3.8,Null,Null,209.646,307.53,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0248 4076 1000),-119.81890,36.80100,DYFI,DYFI,3.1,Null,Null,211.557,332.53,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0248 4078 1000),-119.81960,36.81900,DYFI,DYFI,2.9,Null,Null,212.535,329.65,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0248 4079 1000),-119.81990,36.82800,DYFI,DYFI,4.2,2.5303,3.4212,213.026,330.54,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 3810 1000),-119.72520,34.40560,DYFI,DYFI,3.4,Null,Null,244.559,414.47,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 3811 1000),-119.72550,34.41460,DYFI,DYFI,3.7,Null,Null,243.986,419.11,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 3812 1000),-119.72580,34.42360,DYFI,DYFI,3.2,Null,Null,243.416,419.11,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 3813 1000),-119.72610,34.43260,DYFI,DYFI,3.2,Null,Null,242.849,404.36,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 3814 1000),-119.72640,34.44170,DYFI,DYFI,3.8,Null,Null,242.278,428.29,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 3815 1000),-119.72670,34.45070,DYFI,DYFI,2.5,Null,Null,241.716,428.29,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 4018 1000),-119.78890,36.27900,DYFI,DYFI,2,Null,Null,189.374,260.71,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 4020 1000),-119.78960,36.29700,DYFI,DYFI,3.7,Null,Null,189.859,255.19,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 4071 1000),-119.80610,36.75620,DYFI,DYFI,2.4,Null,Null,208.298,262.53,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 4072 1000),-119.80640,36.76520,DYFI,DYFI,2.7,Null,Null,208.765,266.95,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 4073 1000),-119.80680,36.77420,DYFI,DYFI,3.4,Null,Null,209.244,266.95,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 4079 1000),-119.80870,36.82820,DYFI,DYFI,4.4,3.4148,3.9579,212.155,330.54,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0249 4080 1000),-119.80910,36.83720,DYFI,DYFI,4.1,2.1835,2.9842,212.660,330.54,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 3809 1000),-119.71410,34.39690,DYFI,DYFI,2.7,Null,Null,244.322,422.12,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 3810 1000),-119.71430,34.40590,DYFI,DYFI,3.1,Null,Null,243.737,422.12,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 3811 1000),-119.71460,34.41490,DYFI,DYFI,3.4,Null,Null,243.162,386.07,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 3812 1000),-119.71490,34.42390,DYFI,DYFI,3.9,Null,Null,242.590,386.07,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4021 1000),-119.77870,36.30620,DYFI,DYFI,4.4,3.683,3.9579,189.129,255.19,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4023 1000),-119.77940,36.32420,DYFI,DYFI,2.9,Null,Null,189.646,257.89,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4068 1000),-119.79390,36.72940,DYFI,DYFI,3.7,Null,Null,206.018,262.43,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4069 1000),-119.79430,36.73850,DYFI,DYFI,3.6,Null,Null,206.489,262.43,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4071 1000),-119.79490,36.75650,DYFI,DYFI,3.2,Null,Null,207.417,262.53,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4073 1000),-119.79560,36.77450,DYFI,DYFI,3,Null,Null,208.367,266.95,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4079 1000),-119.79750,36.82850,DYFI,DYFI,3.6,Null,Null,211.291,328.59,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4080 1000),-119.79790,36.83750,DYFI,DYFI,3.9,Null,Null,211.798,328.59,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4082 1000),-119.79850,36.85550,DYFI,DYFI,3.4,Null,Null,212.805,353.6,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4089 1000),-119.80080,36.91850,DYFI,DYFI,4.2,2.5038,3.4212,216.455,393.34,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0250 4316 1000),-119.87950,38.96200,DYFI,DYFI,2.9,Null,Null,388.176,879.33,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0251 3810 1000),-119.70350,34.40610,DYFI,DYFI,3.7,Null,Null,242.930,420.93,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0251 3811 1000),-119.70380,34.41510,DYFI,DYFI,3.4,Null,Null,242.354,397.03,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0251 3812 1000),-119.70410,34.42410,DYFI,DYFI,3.3,Null,Null,241.780,397.03,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0251 4069 1000),-119.78310,36.73870,DYFI,DYFI,3.5,Null,Null,205.600,268.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0251 4070 1000),-119.78340,36.74770,DYFI,DYFI,2.9,Null,Null,206.064,282.89,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0251 4074 1000),-119.78470,36.78370,DYFI,DYFI,2.4,Null,Null,207.966,292.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0251 4075 1000),-119.78500,36.79270,DYFI,DYFI,3,Null,Null,208.448,326.05,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0251 4080 1000),-119.78670,36.83780,DYFI,DYFI,3.9,Null,Null,210.937,333.79,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0251 4081 1000),-119.78700,36.84680,DYFI,DYFI,3.6,Null,Null,211.441,332.91,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 3810 1000),-119.69260,34.40630,DYFI,DYFI,3.5,Null,Null,242.117,420.93,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 3811 1000),-119.69290,34.41540,DYFI,DYFI,3.8,Null,Null,241.532,397.03,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 3813 1000),-119.69350,34.43340,DYFI,DYFI,3.7,Null,Null,240.384,459.06,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 4072 1000),-119.77290,36.76600,DYFI,DYFI,3.2,Null,Null,206.135,312.04,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 4075 1000),-119.77380,36.79300,DYFI,DYFI,3.4,Null,Null,207.578,330.64,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 4077 1000),-119.77450,36.81100,DYFI,DYFI,3.4,Null,Null,208.566,330.65,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 4078 1000),-119.77480,36.82000,DYFI,DYFI,3.6,Null,Null,209.062,330.65,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 4079 1000),-119.77510,36.82900,DYFI,DYFI,3.2,Null,Null,209.561,333.79,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 4082 1000),-119.77610,36.85600,DYFI,DYFI,3.5,Null,Null,211.088,332.91,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 4083 1000),-119.77640,36.86500,DYFI,DYFI,3.9,Null,Null,211.602,354.16,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0252 4085 1000),-119.77710,36.88300,DYFI,DYFI,3.6,Null,Null,212.646,282.11,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 3810 1000),-119.68170,34.40660,DYFI,DYFI,4.7,4.2304,4.925,241.299,600.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 3812 1000),-119.68230,34.42460,DYFI,DYFI,3.2,Null,Null,240.141,382.67,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 4078 1000),-119.76360,36.82030,DYFI,DYFI,3.1,Null,Null,208.200,330.65,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 4079 1000),-119.76390,36.82930,DYFI,DYFI,3.5,Null,Null,208.701,331.56,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 4080 1000),-119.76430,36.83830,DYFI,DYFI,3.6,Null,Null,209.214,331.56,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 4081 1000),-119.76460,36.84730,DYFI,DYFI,3.2,Null,Null,209.723,334.48,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 4082 1000),-119.76490,36.85630,DYFI,DYFI,4.1,2.2,2.9842,210.235,334.48,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 4083 1000),-119.76520,36.86530,DYFI,DYFI,3.8,Null,Null,210.750,331.51,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 4084 1000),-119.76560,36.87430,DYFI,DYFI,3.5,Null,Null,211.277,331.51,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 4085 1000),-119.76590,36.88330,DYFI,DYFI,3.7,Null,Null,211.799,354.44,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0253 4086 1000),-119.76620,36.89230,DYFI,DYFI,3.7,Null,Null,212.325,308.5,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0254 3811 1000),-119.67120,34.41580,DYFI,DYFI,3.6,Null,Null,239.914,376.42,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0254 3812 1000),-119.67140,34.42480,DYFI,DYFI,3.7,Null,Null,239.328,376.42,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0254 3814 1000),-119.67200,34.44290,DYFI,DYFI,3.4,Null,Null,238.170,469.9,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0254 4076 1000),-119.75180,36.80250,DYFI,DYFI,3.4,Null,Null,206.337,282.81,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0254 4079 1000),-119.75270,36.82950,DYFI,DYFI,3.7,Null,Null,207.837,330.86,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0254 4082 1000),-119.75370,36.85650,DYFI,DYFI,3.7,Null,Null,209.377,331.38,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0255 3813 1000),-119.66090,34.43410,DYFI,DYFI,3.4,Null,Null,237.937,421.86,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0255 4080 1000),-119.74180,36.83880,DYFI,DYFI,3.4,Null,Null,207.488,330.86,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0255 4081 1000),-119.74220,36.84780,DYFI,DYFI,3.9,Null,Null,208.009,331.38,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0255 4084 1000),-119.74310,36.87480,DYFI,DYFI,3.8,Null,Null,209.569,334.03,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
